buildings,V1,V2,V3
B123,-87.5166200967452,32.43201895864732,6.752665171651596
B124,-87.51629212126349,32.43203867170362,7.588060715334237
B125,-87.51134752333178,32.43204841792603,6.341380869950582
B126,-87.51087125566575,32.43205359553113,6.740967489004172
B127,-87.51054924556784,32.43205889819203,6.11913777864838
B128,-87.51192455010364,32.43218372333563,11.261868702305138
B129,-87.5108965,32.432242,5.681184668309676
B130,-87.51054349999998,32.432258999999995,6.108407633762142
B131,-87.5113560767367,32.43234674485123,6.056485275763919
B132,-87.51092675292777,32.43243610602929,5.975907928165912
B133,-87.5105374322761,32.43245525374028,5.833184107759001
B134,-87.51136935319074,32.43261065435729,6.3897017746694
B135,-87.51092024391329,32.43263939324343,6.032042596276156
B136,-87.51057124733136,32.432652405238564,6.800324829758756
B137,-87.51504068616916,32.432676947262095,15.966174419287903
B138,-87.516271,32.4326815,8.750934997367514
B139,-87.51187142002479,32.43269223468311,13.719678365876701
B140,-87.51667954329776,32.43277580506129,4.064564203413028
B141,-87.50988280206657,32.43217592890335,15.68330624270903
B142,-87.51010349999999,32.432911999999995,9.672906433282293
B143,-87.50894298136696,32.43300805886643,7.12466239505585
B144,-87.5097667557037,32.433048150140856,9.026326172955274
B145,-87.5100973239684,32.433153592837954,9.932357151378516
B146,-87.50927881071195,32.43335491077171,8.689572419978084
B147,-87.51010600000001,32.433414,8.094766270162921
B148,-87.50986489255541,32.43341674366408,8.245431155586298
B149,-87.5077905,32.433479,5.121055488612595
B150,-87.507994519285,32.43352027278484,10.61158977931884
B151,-87.51215850000001,32.4328245,3.6973393831041825
B152,-87.51086637406155,32.432827568756124,12.314226278873397
B153,-87.51662307681188,32.43283482508706,2.717787423764344
B154,-87.51056825435501,32.43285010418417,6.391903408319461
B155,-87.51637676267536,32.43292248687381,5.595570941524855
B156,-87.51534241948706,32.432993745003586,6.342939589956931
B157,-87.51138732386303,32.433015838206536,11.989804204340093
B158,-87.5109365,32.4330365,6.445195158064184
B159,-87.510566,32.433049,5.860237625807091
B160,-87.5166945,32.433213,4.579368259969783
B161,-87.515375,32.4332305,5.150505208770428
B162,-87.5109585744572,32.43323474441843,6.994716702762872
B163,-87.51061257226932,32.43323616364412,8.39553702139106
B164,-87.51139485115885,32.433307480762814,6.972409280564162
B165,-87.51325223534941,32.43336298537553,6.847477252569652
B166,-87.51093062031849,32.43345134109189,8.812673441699486
B167,-87.51627974095867,32.433473712047075,23.267161209127764
B168,-87.51059824726414,32.433469353861696,8.236290585957345
B169,-87.51133564880625,32.433647855476586,6.873665449187748
B170,-87.51126149999999,32.433738999999996,2.1932172601407522
B171,-87.51672049999999,32.4329255,4.97468064686224
B172,-87.5175278952513,32.43315809925636,6.565563599083365
B173,-87.51785730505821,32.433475172977204,4.560968569511981
B174,-87.51750268463455,32.43347189987809,6.736213126181331
B175,-87.517826048708,32.43381175565245,11.05230684861339
B176,-87.52307799999998,32.433816,4.325010396347441
B177,-87.5167522640247,32.43385927060079,3.0956250072641582
B178,-87.51747172597975,32.434118322945,12.01187752253527
B179,-87.51713049258773,32.43424711044572,9.123075965779398
B180,-87.51682508193666,32.43427474860335,4.315029417443124
B181,-87.51102499999999,32.4337995,6.3628133295237586
B182,-87.51065780584356,32.43382553721937,6.163260323905458
B183,-87.5164125,32.434016,4.850459419042476
B184,-87.510787087056,32.4341274130272,4.303577922604601
B185,-87.51521769730459,32.43452636027739,8.876397414744563
B186,-87.51061369488484,32.43454784362018,7.282731686965418
B187,-87.510755,32.4348575,5.607937932806641
B188,-87.51630009333029,32.434867367005296,19.752703110007158
B189,-87.510299,32.4349965,6.785219684764129
B190,-87.510761,32.43509249999999,6.159426634126363
B191,-87.52587076291951,32.42277614558238,24.657446649413266
B192,-87.52574875346053,32.423172924055365,1.9023644523820717
B193,-87.5249882526887,32.4232075376637,8.133700565023744
B194,-87.52603620607871,32.42320115706346,13.844556286508963
B195,-87.52436145536393,32.42327323447054,9.24313148174929
B196,-87.52453265313108,32.423962798187084,19.613526463720802
B197,-87.5236688853883,32.42480722312978,5.493922368864288
B198,-87.5235522529613,32.43385504668509,13.823868005399214
B199,-87.52353953290795,32.43423908645177,16.996402654858453
B200,-87.52601632317281,32.447626552919345,4.937656673568853
B201,-87.51037350000001,32.43531550000001,6.00355556255295
B202,-87.5107645,32.435317,4.857187100795866
B203,-87.51332250000002,32.4354435,4.3801219115746335
B204,-87.51579000000001,32.4354475,4.334512660630931
B205,-87.51529101300389,32.435455311660164,8.244088236986183
B206,-87.51358333815263,32.43545809925416,5.4540539339891065
B207,-87.5110865,32.435489499999996,7.91278188286591
B208,-87.51155385359478,32.43554084509804,2.1902759162806404
B209,-87.5138454131989,32.4355477987253,7.715613483670107
B210,-87.51037349999999,32.43555399999999,5.576034526754721
B211,-87.50970058397726,32.43382324423113,6.742586578301764
B212,-87.50946073681536,32.4338234649892,5.6371800608380065
B213,-87.51007217020796,32.43383555762827,9.113559376213857
B214,-87.51016650000001,32.434264,6.601344483106729
B215,-87.5098175,32.43433100000001,6.415858452874699
B216,-87.51020349999997,32.434454,4.197619284140176
B217,-87.50949532481148,32.434516754997006,3.740785292435895
B218,-87.51017100670155,32.43462768871834,7.908212772335153
B219,-87.51001249999999,32.434644999999996,3.1681966970857616
B220,-87.50829725742332,32.43721747136123,9.217387648457287
B221,-87.51077174702115,32.43555811322676,5.978964910413821
B222,-87.51485700000002,32.435567500000005,7.140047812535485
B223,-87.51521684647678,32.43561119481279,7.641815583727782
B224,-87.5156628235299,32.43568625106141,10.68789651860191
B225,-87.51127600000001,32.435767999999996,2.0369688616773445
B226,-87.5107827559,32.435787092600656,6.166350394893607
B227,-87.5103725,32.43578900000001,6.686732566053068
B228,-87.51119800000001,32.435923499999994,3.705208936653195
B229,-87.51445626272759,32.43595648544531,5.050279144584381
B230,-87.51501149999999,32.43601149999999,8.74947291110933
B231,-87.51731485096782,32.43431531963663,4.431737254864654
B232,-87.52023099999998,32.434836000000004,13.142934409547536
B233,-87.51845666380613,32.43484267424138,7.797796103410426
B234,-87.51979958173874,32.434952337632886,7.548972245947447
B235,-87.5234005,32.434979999999996,12.717957879927162
B236,-87.5207395,32.43507100000001,2.313769261370183
B237,-87.51953699497732,32.43745321346414,11.75497743251168
B238,-87.51837450000002,32.437447000000006,3.557478933805086
B239,-87.51823148315171,32.437459177760275,8.156346287794596
B240,-87.5179917667427,32.43787555851904,4.577241602685954
B241,-87.5103801844478,32.43601663947197,6.204680976656869
B242,-87.51078656393443,32.436025244808754,6.305694891862592
B243,-87.51569026494548,32.43604198611675,6.601203564934378
B244,-87.5127501703104,32.43609136135924,7.7170539325704155
B245,-87.51338452499999,32.43609328611111,11.458277688508595
B246,-87.51196733893532,32.43615834697298,9.182092173226215
B247,-87.5147755,32.436171,8.247406142778177
B248,-87.5103924294464,32.43623775386772,5.363576252535385
B249,-87.5107965,32.43625999999999,5.703966580229475
B250,-87.51576825594373,32.43637095497331,3.6817999276282465
B251,-87.5103990767367,32.436466744851224,6.058812749962533
B252,-87.51472871528107,32.43656005353652,7.9512279264535906
B253,-87.51309946457353,32.436558585799325,8.32162473936277
B254,-87.51342979488562,32.436581253408306,6.965746498363316
B255,-87.51266100771849,32.436588053903655,11.377333929341072
B256,-87.51233195999035,32.43659067380694,8.905831488206154
B257,-87.51578424430019,32.43658856272789,6.687474611984793
B258,-87.51447999999998,32.436589500000004,6.231732674089278
B259,-87.51080500000002,32.43662500000001,5.620176210375356
B260,-87.514041,32.4366305,5.593567779395472
B261,-87.5007765,32.430457000000004,11.742813021238131
B262,-87.4972075,32.4305415,6.682654476289696
B263,-87.49696600000001,32.430592,8.160136892395407
B264,-87.50113376328275,32.430771203159146,11.512448032301029
B265,-87.50059949999999,32.4308195,7.376173223074394
B266,-87.49990243389578,32.430833217860155,7.143884409129547
B267,-87.49966606505933,32.4333792422503,2.8188791292992734
B268,-87.49944472513546,32.4334119865164,13.522166022137379
B269,-87.4977053746419,32.433676222205065,15.733804234982085
B270,-87.4995788018854,32.43389698610654,4.911501037254929
B271,-87.49963319029813,32.43426337280566,7.78923574108153
B272,-87.49996757384575,32.43427271268682,7.830529149880633
B273,-87.50019900000002,32.43428000000001,2.969277285923038
B274,-87.50050106195857,32.43441920771392,7.707655358401965
B275,-87.49880031489295,32.43475969131037,9.017218778112873
B276,-87.49919865818943,32.43478114714877,15.992766871212584
B277,-87.49834249999999,32.435144,10.235581115471406
B278,-87.49811199999999,32.435505,9.851156205998443
B279,-87.499262,32.43585199999999,4.03748560187258
B280,-87.49737661525774,32.435864280414435,15.493707523750516
B281,-87.49802175291552,32.43737837620605,10.722955267375834
B282,-87.49720349999998,32.437507,10.703494907502945
B283,-87.49827320326847,32.437625721365244,6.280185864049582
B284,-87.497749,32.43769149999999,3.6895909139609486
B285,-87.49775420016509,32.43791208966378,8.065264538771116
B286,-87.49809846779897,32.43797400621136,6.053594890497507
B287,-87.49723033924701,32.43801205206424,11.337539509015214
B288,-87.49770249999999,32.438137999999995,5.889959964592833
B289,-87.49835310104011,32.43853224492323,4.358441123175158
B290,-87.49791943440367,32.43859773784844,13.85163785758839
B291,-87.49633996693149,32.43864018160726,7.682017061879858
B292,-87.49585573531877,32.4386549610099,9.014908598764645
B293,-87.4953505,32.4386905,7.983850788221641
B294,-87.49682964992378,32.438739165349645,8.917697739000548
B295,-87.4959015,32.438758,2.48657191634089
B296,-87.4979374710747,32.43877099586508,7.0487831500534295
B297,-87.50066074442506,32.43884915055265,4.634396119330198
B298,-87.4962850885039,32.438955250197154,7.077361619768659
B299,-87.4958242544828,32.43896489136149,6.166113493225689
B300,-87.49641275294078,32.43900756207527,2.6094743526200808
B301,-87.50081130778213,32.439064484980626,11.313377487979231
B302,-87.49728147326864,32.43907004633262,6.815066807301908
B303,-87.49682510752689,32.43907324731183,3.4652288986705653
B304,-87.49688708864501,32.43927424616575,7.67547858057657
B305,-87.49581675316874,32.43927691203178,7.615017265736333
B306,-87.49629692110454,32.43928768552935,9.721526188610659
B307,-87.50170992669663,32.43954964182834,11.861851433219892
B308,-87.50001368662203,32.4395949625837,5.477339032696445
B309,-87.501359830249,32.43960623498172,17.591874441268445
B310,-87.49578965878854,32.4396622465421,7.531628003478119
B311,-87.49461299167727,32.4386836999506,12.94619341390121
B312,-87.49467014853482,32.439028644009326,6.031124531209992
B313,-87.49520150000002,32.43922350000001,6.198983719329323
B314,-87.49467099999997,32.4393385,4.55780112479459
B315,-87.49516624591905,32.43955839720729,7.288180887635564
B316,-87.49469785882276,32.439678614847836,2.7883092151906004
B317,-87.4951695,32.4397705,6.145566681408416
B318,-87.49448025349922,32.4398671528253,5.21324809452282
B319,-87.49469722259838,32.439992566859694,9.100352718182815
B320,-87.49462864165412,32.44023013085257,19.336997682185583
B321,-87.49684783688032,32.440463585022876,12.864819902602633
B322,-87.50109,32.440473999999995,9.152639370519843
B323,-87.4962893727468,32.44059453220767,6.0776474015543895
B324,-87.50243449999999,32.440605,15.533555902837918
B325,-87.50275905220933,32.440897345222595,8.684839532418117
B326,-87.4965449502848,32.440917744001375,4.171486044514475
B327,-87.49583185400418,32.44106187665922,5.921527862369697
B328,-87.49668599999998,32.441061999999995,8.32090043639872
B329,-87.50282360883311,32.441111289313675,5.5377177900357815
B330,-87.4953745963335,32.441180752908096,5.349441507104835
B331,-87.49522300000001,32.440303,6.799803085192444
B332,-87.49521007764179,32.440604801313775,6.004921702886269
B333,-87.49523650000002,32.440958499999994,7.391990210065536
B334,-87.49522881597026,32.44137179819844,6.278857950118409
B335,-87.4947185,32.441494500000005,5.510008486376808
B336,-87.495222,32.4418155,6.899771261975268
B337,-87.49474439328672,32.44183174694639,4.83032833833423
B338,-87.49525475964641,32.4419750301202,3.85104093097703
B339,-87.49523989648797,32.442126752926676,5.261923366914849
B340,-87.49527751973054,32.44227844175201,14.984180378642876
B341,-87.4958318091264,32.44126263421344,5.923264517555558
B342,-87.50228009894047,32.441343892146,15.808437504597334
B343,-87.49686477522269,32.441582459050764,9.486889453959936
B344,-87.49630153905966,32.44160145415314,6.737564322485348
B345,-87.495823,32.441596,7.582580065078464
B346,-87.50263899999999,32.441608,9.183604977818446
B347,-87.49812850000002,32.4417485,7.20912922321267
B348,-87.49632634830627,32.44175775507096,7.034191456559951
B349,-87.495805,32.441764,7.258497880256925
B350,-87.50295683318558,32.44186950126151,3.9499131521396844
B351,-87.4962835,32.441931999999994,6.405335726565815
B352,-87.49581977615857,32.44193075722681,8.30395566758351
B353,-87.50281644155159,32.4419551496384,3.414112805751872
B354,-87.49687627629027,32.44195703492433,2.7831390763363157
B355,-87.4982213259033,32.44197378135299,7.505773185483161
B356,-87.49573900000001,32.44210050000001,3.1171953917415216
B357,-87.49630658345862,32.44210199682927,10.420099533936325
B358,-87.49583209262924,32.4422644632062,6.005017964328377
B359,-87.49868556872629,32.44228278232272,5.619726050318656
B360,-87.49818598381546,32.44227767255759,5.802873625674043
B361,-87.514291,32.43667299999999,6.3759190630640035
B362,-87.51160835012504,32.43668595364493,9.302870127114016
B363,-87.51319300000002,32.436701500000005,1.460295507148886
B364,-87.51039707575534,32.436713558871475,9.169108044588205
B365,-87.51238000000002,32.436713000000005,1.6904605253539002
B366,-87.51304379108635,32.43671375951718,4.622580053242704
B367,-87.51119866526405,32.43683350997754,10.39822489087797
B368,-87.51041500000001,32.436894,5.977675784597021
B369,-87.51314899999998,32.436913000000004,4.371307072328012
B370,-87.51281182694946,32.436951394215264,10.373128354103962
B371,-87.51435441458374,32.436979162769546,8.645613701903578
B372,-87.51232838157647,32.436989666491385,6.633779110521352
B373,-87.51082507452952,32.437063747158554,5.7640435706482265
B374,-87.51574478797166,32.437092362827485,5.4209228739504765
B375,-87.51542624172987,32.43715149124417,6.713877848297487
B376,-87.51339955733674,32.43717120743828,5.019418271161555
B377,-87.51127253527702,32.43733969674787,6.380703591567805
B378,-87.51357263499665,32.43735707960235,11.088119590807342
B379,-87.51242858328251,32.43742171540182,6.158953894424563
B380,-87.51545230242444,32.437424455564916,4.7717183127970655
B381,-87.51561407295326,32.43758256004834,7.243734479264063
B382,-87.51664706072366,32.43761625889788,9.663572674971192
B383,-87.5131375,32.437675999999996,5.528001617417408
B384,-87.51419296476892,32.43770260317545,4.987557210982249
B385,-87.51138638095958,32.437748148553915,12.469418352285892
B386,-87.51063513754406,32.43788277454435,4.115262966024989
B387,-87.51561902715677,32.43791074550014,12.46665114003746
B388,-87.51646375476838,32.43797745594913,8.749999010403437
B389,-87.51576392360566,32.43819392377159,6.458648074342296
B390,-87.5146595,32.4382315,12.587491637529304
B391,-87.5152265,32.438362000000005,6.9567330185031855
B392,-87.51480000000001,32.43860900000001,3.7078918178700704
B393,-87.51358300000001,32.438691,7.2295287171114495
B394,-87.51519978413204,32.43879255262777,14.809399789388387
B395,-87.51583177016198,32.43886615466144,7.525275428982859
B396,-87.51305582459644,32.438960622399726,11.28358033837483
B397,-87.51483613855794,32.439043679823925,5.60277699084335
B398,-87.51450221781947,32.43909274667022,8.058228764076347
B399,-87.513304760421,32.43914536241518,5.8106269110179145
B400,-87.5140725,32.4391505,7.406690870742845
B401,-87.51534839388455,32.43917574324077,6.813283314738968
B402,-87.5138356499945,32.43920871258522,7.329528045086285
B403,-87.51554430039064,32.439228374869785,5.4883498036736285
B404,-87.51427374036616,32.43922909396684,4.559695923852566
B405,-87.51585992359622,32.43922429660459,9.36754510411242
B406,-87.51216017549721,32.4392686867962,8.18980831398705
B407,-87.51277141176908,32.43937206945427,14.397738246113732
B408,-87.51045443214124,32.43945671045653,7.493737034507587
B409,-87.515829,32.439512500000006,9.059568130156787
B410,-87.51315226803496,32.439516449907615,8.952602110115127
B411,-87.51383800615609,32.439516220067404,8.405445389453297
B412,-87.51514248341954,32.439523163066625,12.332878637324898
B413,-87.510444,32.439636,5.987273407472095
B414,-87.515025,32.439685999999995,5.0070235110136565
B415,-87.5158245,32.4397245,6.374667817386147
B416,-87.51057349999999,32.43983699999999,10.833780921635393
B417,-87.51498172725849,32.439842238922814,11.413428213126085
B418,-87.51164392690677,32.43995184469588,6.476375458599762
B419,-87.51234641284978,32.43999057841916,7.54145384606678
B420,-87.51460399999999,32.44002050000001,6.175659771892261
B421,-87.51499799999998,32.440031499999996,4.431317641523984
B422,-87.51484050000002,32.44006600000001,6.119851745817538
B423,-87.51497750000001,32.440114,1.7514195935017787
B424,-87.51267735156648,32.440131531227856,7.067999357722094
B425,-87.51352038314012,32.44013220056295,1.8739440025774605
B426,-87.51402562218844,32.44014130697586,8.464405448328876
B427,-87.51527675460657,32.4401614094219,5.43507556970796
B428,-87.51371025462348,32.44016595389851,6.042185197104338
B429,-87.51564150904093,32.44022785222104,8.091861554473093
B430,-87.51161199999999,32.440293499999996,5.395038166623971
B431,-87.50853312860312,32.437271247597934,4.605695557308476
B432,-87.50791049999998,32.43731199999999,2.494546267246406
B433,-87.50330248273366,32.44223075696787,10.538132821892082
B434,-87.50622314870388,32.44283005406277,27.2493095595198
B435,-87.50386487841168,32.442941891144166,32.791022771868214
B436,-87.50639904499974,32.44300615590587,22.454303148068142
B437,-87.50442533615224,32.44301159704547,22.761003601350247
B438,-87.50585549999998,32.443155499999996,14.078360659858149
B439,-87.50982772718565,32.443165460431025,9.160496292659817
B440,-87.5063761562104,32.44334046745633,23.275674088067547
B441,-87.51524922626733,32.440351301289965,7.5977735239216955
B442,-87.51378434810319,32.440359246231665,6.1854732121378975
B443,-87.51180249999999,32.4403815,6.0784814848166775
B444,-87.51642463988064,32.44037816840151,5.147324163574703
B445,-87.5140407653364,32.44039285371905,11.382362005868623
B446,-87.51462194790662,32.440443527176434,10.00619458616454
B447,-87.51493781151527,32.440470653147905,5.513205097398966
B448,-87.51193527630134,32.44048897477432,2.1207035106471492
B449,-87.51361243743129,32.44052355685265,4.0670178601819345
B450,-87.51581874235521,32.44054293709724,13.056384728067606
B451,-87.51175552267668,32.440592783707565,4.219428107550581
B452,-87.512787,32.440593500000006,12.754183236765712
B453,-87.51264805466809,32.44059375257366,1.5115918496597394
B454,-87.51196942774439,32.4406038427967,4.82102061162526
B455,-87.51572800000001,32.4407365,7.522882088949847
B456,-87.51298175299196,32.441002102020796,2.734663555907157
B457,-87.51187309561435,32.441037987881515,5.366885335250014
B458,-87.51654410963016,32.441049039846774,14.731681775923574
B459,-87.51568967383312,32.44109479160773,9.472732794731277
B460,-87.51309850000001,32.4410995,7.811965527213383
B461,-87.51774099999999,32.437968999999995,10.158403680854473
B462,-87.51677561903932,32.440748475574644,10.728593793320869
B463,-87.5173055,32.440855,10.026822267187535
B464,-87.516934527749,32.44104519695401,4.396558242919223
B465,-87.51683901314813,32.441479736361394,14.790058592631045
B466,-87.51901695212509,32.44332667011531,16.037774108335668
B467,-87.51702800000001,32.443693,5.965021363819489
B468,-87.521776,32.444005,3.0153042881838545
B469,-87.5198385,32.4440175,14.276635803655296
B470,-87.51753,32.4441145,30.13398063540883
B471,-87.5118990042618,32.4412731100447,7.74568429772884
B472,-87.512187,32.441385499999996,4.071910685118671
B473,-87.51245031792021,32.441394448715236,8.872638685650909
B474,-87.51644930342925,32.441606135577025,5.046481939828291
B475,-87.51290901257286,32.441656540408054,6.749750002355421
B476,-87.51064166891686,32.44191171995095,7.081817171007719
B477,-87.51131344790151,32.44192584068306,7.568397557393186
B478,-87.51094835654658,32.441941330477256,11.78359499784947
B479,-87.51122124586333,32.44198488937613,3.060890957783974
B480,-87.51028888193662,32.44198829473882,7.147867548237964
B481,-87.51629680396658,32.44204302819984,9.221591851616822
B482,-87.51313049999997,32.442060999999995,2.8831099177641466
B483,-87.512095,32.442127000000006,5.292015882171896
B484,-87.51239418435604,32.44213161974246,6.98922682712994
B485,-87.5127197032374,32.44212946421163,7.374524069406032
B486,-87.51300853419988,32.44215058919875,6.666163602500172
B487,-87.51128944263554,32.44233625620744,6.991368957010518
B488,-87.511627755091,32.44235183219707,10.077463599238042
B489,-87.51282526985905,32.44247400550733,8.622219003078612
B490,-87.5163029353538,32.442603244943484,12.490402941318457
B491,-87.51100749999999,32.442645,3.893424868458996
B492,-87.51134946867433,32.44268025332078,9.127703128806006
B493,-87.516186,32.4429125,3.367714088557241
B494,-87.51626311592992,32.44300269383281,4.806016220917369
B495,-87.51289735029289,32.4430642420226,6.274598498590087
B496,-87.51256658715468,32.44307788586281,9.220363102494101
B497,-87.51030245568741,32.443119221041655,5.40772179627563
B498,-87.51226600000001,32.443114,6.647302718309817
B499,-87.5131035,32.44315600000001,6.374134568536032
B500,-87.51550912460888,32.44321884369634,20.49889820097242
B501,-87.51624993542382,32.44323974591924,4.989554434629579
B502,-87.51257810071942,32.44327724220623,3.431093201051855
B503,-87.51285721078395,32.443505878900744,17.574887096845632
B504,-87.516249,32.443878500000004,6.145855554009723
B505,-87.51620079074014,32.44446369648618,16.723401479050096
B506,-87.5155248815213,32.44454224621664,1.794448322848127
B507,-87.5105798141734,32.44457436197649,8.093491259187871
B508,-87.5164075,32.4447635,38.24707235333015
B509,-87.51616869664707,32.44499341248616,6.291439765717856
B510,-87.5112485623892,32.445121732124186,1.9685366740021824
